TransactionID,CustomerID,Date,Amount,TransactionType,TransactionStatus,Currency,Location,Device,Reference Number
826,1554,05-02-2022,6247.65,Withdrawal,Cancelled,USD,New Jessica,Online,a5bb78c9-0806-4657-95ad-91fab1c36573
1331,686,10-09-2023,1277.48,Withdrawal,Pending,INR,New Jessicaland,Branch,333f346e-6163-4623-a771-5fada7d98d9f
1704,1409,19-09-2022,3143.83,Withdrawal,Completed,GBP,New Joanstad,Branch,2f5cd96f-d9cd-42f1-a1e4-522a02aa1b20
1288,1368,19-10-2023,6367.65,Deposit,Cancelled,EUR,New John,ATM,3a167b8b-9308-43d5-af1b-cac602e9e32e
319,1672,05-02-2023,2226.87,Withdrawal,Cancelled,USD,New Johnmouth,ATM,7b475150-ed4a-4455-9aca-a0b81444ad04
78,1905,05-04-2023,5660.16,Deposit,Completed,USD,New Jonathan,ATM,6646044f-8eae-46ba-883b-cac57b2747c2
23,650,20-06-2022,7089.14,Payment,Completed,EUR,New Jonathonland,Branch,cdaaa932-05cd-4395-b1c2-ea98e2bfa815
499,1998,08-01-2023,8973.08,Withdrawal,Pending,INR,New Josephmouth,Branch,a56cb077-16b7-4df9-b789-06b1a727ad70
666,1636,10-06-2022,5601.76,Deposit,Completed,EUR,New Joshua,ATM,5f65b337-bc35-4456-a1f9-52f5ff6b8bc5
398,1589,27-10-2022,7686.9,Deposit,Completed,USD,New Joshuachester,Online,a1f67bb3-ca20-4dea-969f-b0e8733605a9
798,768,14-11-2023,4220.85,Withdrawal,Pending,USD,New Juliaville,Branch,cc999afb-53e5-45d6-8c05-d9477a86b22f
777,1783,25-03-2022,9777.92,Transfer,Cancelled,GBP,New Justin,Branch,192b7322-db24-496d-a39a-546760259cc3
1530,1351,03-11-2022,5085.65,Withdrawal,Completed,GBP,New Kaitlin,ATM,1178c1da-8c1e-4de9-a96d-dfb249f42565
74,1230,11-03-2023,5204.55,Deposit,Pending,USD,New Karenside,Online,b7a3cabe-84a1-44f9-998c-939bb00dedc7
548,596,03-04-2022,7999.64,Withdrawal,Cancelled,EUR,New Karenside,Branch,c94a5b56-d5ab-44a0-a429-e769f0ec0e0a
1800,143,24-05-2023,8189.19,Withdrawal,Cancelled,EUR,New Kathrynhaven,ATM,54fd7ac5-c0a3-4061-92a0-9bec6038bd34
1182,612,23-06-2023,396.2,Withdrawal,Completed,EUR,New Kelseyburgh,Branch,752081d6-0e77-4dfb-b3a9-c0932717b9cc
657,157,02-07-2022,4618.73,Payment,Completed,USD,New Kevinbury,Online,1fd9ed33-a3d3-475a-87f5-c14839a39692
178,419,19-08-2023,9185.87,Withdrawal,Completed,INR,New Kevinside,Online,05b88200-6293-4c0c-a970-b8c52649b38d
1841,1129,07-12-2022,538.03,Withdrawal,Pending,USD,New Kevinview,ATM,ac51c43d-2d9a-4455-9823-bd18d0cc9342
1035,758,14-08-2023,829.8,Withdrawal,Completed,INR,New Kimberly,ATM,4e1dcf39-7f99-44b1-b8cc-82dbb8e8ea43
1518,123,07-12-2022,102.99,Transfer,Cancelled,INR,New Kimberlyview,Branch,b20751e6-2544-4301-857b-7d055bd95e9b
1882,1788,08-05-2022,271.55,Deposit,Pending,USD,New Kristi,Online,15c7d443-d08d-4c76-b938-70a6184de4b4
985,549,10-04-2023,5006.38,Transfer,Completed,GBP,New Kristinton,Branch,a6941916-f574-4a88-9a69-a39e12b6ed0d
1054,1699,12-04-2023,5737.71,Deposit,Cancelled,INR,New Laura,Online,22668369-6cdc-411f-8549-34392d07b2c4
1226,891,07-03-2023,3113.71,Transfer,Pending,GBP,New Lauraborough,Online,4ba72a3f-b5d7-4aab-99cc-e0fcd2366c12
270,819,28-07-2022,4694.69,Deposit,Cancelled,GBP,New Linda,Branch,a6403eba-39e5-4a22-a036-c63c89beacb2
773,1144,18-11-2023,5365.93,Deposit,Pending,USD,New Lisa,Branch,4fb07e76-9c5f-4647-a6ab-3ca1f951ac15
1821,1418,19-01-2023,8431.88,Payment,Completed,GBP,New Lisa,ATM,1203f918-18e5-4c48-b1a8-869d9851c0c5
1584,834,30-01-2022,3789.5,Deposit,Completed,INR,New Lisabury,Branch,e69e32ae-a016-4433-a8cb-80fa5b494b47
636,132,22-05-2022,5827.81,Deposit,Cancelled,INR,New Luisside,Branch,96d0dc75-b3d9-496b-a21d-4b2bc6a5079e
1443,1492,15-02-2022,9174.24,Transfer,Cancelled,INR,New Mark,Branch,d2e02605-5d41-426f-b334-f022a7314dc9
1332,931,04-03-2023,9768.13,Deposit,Cancelled,EUR,New Markside,Branch,d340c396-01a6-448a-b8cd-38f691050b72
850,504,09-08-2023,5299.57,Deposit,Completed,USD,New Mary,ATM,dbb3994c-dbb0-47cb-b116-60c6730867bb
1347,1629,13-02-2023,1628.88,Payment,Completed,GBP,New Mathew,Online,9883e7ed-72a0-4dc0-9769-2fe89787cbba
203,1700,04-03-2023,8426.41,Deposit,Cancelled,EUR,New Mathewshire,ATM,edeef826-96ee-499b-86f7-0e899f553253
246,1384,13-12-2023,6103.75,Deposit,Pending,EUR,New Matthewmouth,ATM,c565d0f3-295d-4f8e-a48a-9a6b51778268
1017,1537,02-02-2022,3564.76,Deposit,Cancelled,USD,New Melissaburgh,Branch,9f6315a1-4efb-4c1c-8580-2ea39b1e84f4
590,1826,28-07-2023,1249.17,Deposit,Cancelled,EUR,New Melvinborough,Branch,3b65e86e-fb1e-49bd-a158-b07b1abd6c54
248,270,29-01-2022,8429.51,Withdrawal,Completed,GBP,New Michael,Online,1e42fe1b-b20c-4186-86f4-115150cb9382
1267,541,05-01-2023,8059.1,Payment,Pending,INR,New Michael,Branch,1240f3ed-4795-4310-8ba3-ff596ccf5370
1776,1923,25-01-2024,2896.44,Deposit,Pending,EUR,New Michaelton,ATM,40587d87-8fad-4b96-b921-1a442a2f0c29
389,20,07-04-2022,1393.56,Deposit,Cancelled,EUR,New Michaeltown,Branch,2ad83f12-5a8f-47b6-85c2-534098b88335
444,1102,12-01-2023,7783.61,Withdrawal,Cancelled,GBP,New Michaeltown,Branch,84af747f-6369-4374-9c15-9703f3c4cc38
347,1288,08-07-2023,6785.58,Withdrawal,Pending,EUR,New Michelle,ATM,bdd85e1b-8bfe-4b2c-91f4-0482f6ce743d
1694,266,05-03-2022,3551.57,Payment,Completed,INR,New Michellemouth,Branch,7e2d138a-e9c5-4bf1-87af-59245757361f
179,1173,27-04-2022,5208.17,Deposit,Pending,EUR,New Mistyburgh,Branch,683ec391-0890-4974-8175-44f3add6749a
82,61,21-02-2023,4716.46,Transfer,Cancelled,EUR,New Mitchell,ATM,5a8173cd-7e01-4a3e-9d97-57f32c8f0cf7
1177,278,27-12-2022,5092.37,Payment,Completed,EUR,New Monica,Branch,f7fd9f51-6aa3-4a30-84b7-023a52c4eaba
1798,943,22-06-2022,5030.51,Payment,Pending,EUR,New Nancyside,Online,b111e4f3-0121-4099-95f2-b4724f74d62a
1948,1477,19-08-2022,3557.72,Payment,Pending,GBP,New Natalie,Online,cdb04fa6-affb-4ac5-9fef-e658f970de8e
616,1369,13-10-2022,6217.76,Payment,Pending,INR,New Nicholas,Online,376f1f35-32f2-4595-be92-acd60f7d3b19
977,1906,22-08-2022,2178.32,Transfer,Pending,GBP,New Pamelamouth,ATM,29acaceb-51cf-42cd-b825-65e1724c401c
1892,1521,25-02-2022,9786.29,Withdrawal,Completed,GBP,New Patriciafort,Online,372484c6-df47-4e54-b413-02e0ade0d962
255,1420,10-06-2022,265.48,Withdrawal,Cancelled,INR,New Paul,Branch,ae69dab9-76e8-4111-b24f-b69a6fe3ab3b
1297,403,13-05-2022,4496.61,Withdrawal,Pending,USD,New Peter,Branch,7c66af89-2c24-4f01-83ec-a56b2406cf82
1122,1938,25-03-2022,2684.99,Transfer,Cancelled,EUR,New Rebeccamouth,ATM,5ffa3386-16b7-4383-8157-ce5e66933f88
1136,720,06-08-2022,4527.07,Transfer,Pending,INR,New Richardfort,Branch,ba1dd7ad-463e-4d3d-b070-71a0128cacae
211,1753,31-03-2022,4084.09,Withdrawal,Pending,GBP,New Robert,Online,cb28fd67-337d-4527-8092-207707357acd
558,1988,17-05-2022,4642.34,Transfer,Completed,EUR,New Robert,Branch,d8ec9dfc-ae00-4a60-8099-ba6fd76a60cc
1612,530,23-07-2022,2244,Deposit,Pending,INR,New Robert,Online,68a742a3-36c9-4442-8a6c-acb8838dcc84
355,1593,06-04-2022,8876.21,Transfer,Cancelled,USD,New Robertborough,ATM,707734e7-8c6a-47fe-868d-4c41f4e7697e
1339,1725,27-07-2023,4630.94,Withdrawal,Pending,USD,New Robertchester,Branch,d676a34a-bb06-49b3-a7cc-35f1300a2a46
1164,755,17-03-2023,4374.85,Payment,Pending,EUR,New Robertview,Branch,1cb2a289-bd8f-4715-843e-f0b1520fc260
748,1895,15-05-2023,8238.81,Payment,Cancelled,USD,New Roger,Online,5e4df615-9551-423e-baea-70f5570411c8
1140,1570,24-03-2022,6840.42,Withdrawal,Cancelled,EUR,New Ruthfurt,Online,686e988b-f4cc-4dd4-870a-884f5f4680c5
1180,986,03-12-2023,1718.06,Payment,Completed,USD,New Ruthside,ATM,66f1a3fb-8492-41ef-bae9-812d810c06eb
1114,559,10-07-2022,3199.34,Transfer,Pending,INR,New Ryan,Online,313ec3a1-4a4b-4477-bf24-7918893a89fa
963,242,12-01-2024,5882.94,Payment,Cancelled,GBP,New Ryanbury,ATM,ebff1b2d-dd13-4879-b8e6-b456c0a1478a
1393,588,15-06-2023,7765.59,Withdrawal,Completed,USD,New Sabrina,ATM,f1b1bd26-4725-4a2f-b8ae-afc9edd724bb
690,322,27-10-2022,316.34,Payment,Pending,USD,New Sandra,Online,06755109-9a11-48c0-aead-b2ead0ae677d
915,662,19-05-2023,1178.79,Deposit,Pending,GBP,New Sara,Online,00015228-5ced-41d1-8c86-a82e00face46
1757,812,24-09-2022,6491,Deposit,Completed,EUR,New Sarahborough,Branch,bd90700a-2525-40ba-8c96-8def6539d655
1416,1739,13-11-2022,6822.26,Deposit,Pending,EUR,New Shaneton,ATM,3ebdcdae-b54a-4cfc-a8da-8c01e1acf529
516,1383,07-10-2023,1979.27,Deposit,Completed,INR,New Shawn,ATM,11b20945-7858-4bc9-9db8-0e9ce279a2b3
1999,1366,17-01-2024,670.82,Payment,Pending,EUR,New Sheila,Online,46af1229-bf8a-4353-b2b7-caedf4eb47df
545,812,07-01-2023,892.64,Withdrawal,Pending,USD,New Shelia,ATM,0f4bc391-967f-4767-ab8f-4970cb1f52e6
1524,641,10-05-2022,3350.11,Transfer,Pending,EUR,New Shirleyhaven,Branch,5d6a7f5c-c24c-43cf-a2de-48759ad543c8
1710,598,12-12-2023,1069.94,Deposit,Completed,USD,New Sophia,ATM,a7a16bd2-a494-46a3-b948-c483dcd85fa1
916,1365,28-04-2022,506.68,Transfer,Cancelled,USD,New Staceyberg,Branch,853ef929-edbe-4bf7-8feb-1aa5c39c8400
1503,1492,24-04-2023,9479.64,Payment,Cancelled,GBP,New Stacy,Branch,917c91ce-c734-4d3e-b7aa-aceca8efb7df
1150,1808,09-09-2023,7216.25,Transfer,Cancelled,EUR,New Stanley,ATM,825a9d0c-6046-4419-b1b8-2a87ec396257
1725,1065,06-02-2023,688.59,Payment,Pending,USD,New Stephanie,Branch,624cacfd-3283-4714-aea1-4088b809cf3b
955,930,05-04-2023,7596.95,Transfer,Cancelled,EUR,New Stephaniefurt,Branch,35235d6e-ebe4-4b6b-ac5d-7d6050316efe
1248,1598,09-07-2023,1383.44,Transfer,Completed,EUR,New Stephanieside,Branch,772b5ca6-442e-4932-8660-bbd45dd2cc35
951,1607,02-12-2022,1263.55,Transfer,Completed,EUR,New Steventon,Online,764606fb-52aa-4cbc-adb4-13c5c99d2123
1983,561,02-07-2023,1528.37,Deposit,Cancelled,EUR,New Suzanne,Online,07cc2d3b-0bdd-49ea-b3ef-037f223883fa
1512,334,16-07-2022,8137.57,Transfer,Cancelled,INR,New Tammyborough,Branch,2fa649f4-bb5a-4f7d-9960-800e5b7ac2f6
1482,1417,21-07-2023,9659.69,Transfer,Cancelled,EUR,New Tanner,Online,8259d738-f5d6-4d8f-8f9a-e0991affcc5d
440,1740,17-03-2022,7299.49,Deposit,Completed,USD,New Taramouth,ATM,878272e1-d61b-4466-9b87-91f3c11c9784
1994,171,28-12-2023,8545.21,Transfer,Pending,USD,New Teresa,Branch,9fb3a55d-25a0-4c09-9c40-49dd9a58e1fc
1906,1419,09-11-2023,3972.61,Deposit,Completed,INR,New Teresaton,Branch,993310ae-0308-4130-8af3-ca3db37b8580
1088,1680,15-01-2024,5179.6,Deposit,Completed,GBP,New Timothychester,Branch,541f31c9-0a5a-4f0c-b383-c5f3320cf675
1320,1499,02-07-2023,9496.66,Withdrawal,Completed,EUR,New Travis,ATM,c60d308a-a4ae-4767-b04b-02d592aa4bba
1770,1357,12-05-2022,8925.13,Withdrawal,Pending,EUR,New Valerieland,Branch,ed1c6316-f18b-4898-be88-917e0989a9c6
1437,1082,24-11-2023,5983.66,Deposit,Pending,GBP,New Victor,Online,be32a564-d9b8-4ef2-b49d-5f6ca6968737
1852,516,09-08-2022,7175.95,Withdrawal,Completed,USD,New Victoria,ATM,2102f909-a141-49e1-bc08-243f4bd0b1f7
1107,704,14-07-2022,3171.48,Deposit,Cancelled,GBP,New Wendy,ATM,ff8ee730-1981-4ab9-bdb8-7d58beadd755
703,3,06-12-2022,3722.5,Transfer,Completed,INR,New William,Branch,4dcfe032-26a8-44ce-9d79-3af903f0f318
1060,282,29-03-2022,5196.21,Withdrawal,Cancelled,USD,New William,Branch,329fec6b-b723-480e-a7bb-bf0c1f90fc2a
1653,497,22-11-2023,4947.94,Deposit,Cancelled,INR,Nicholasborough,Online,9ad43aee-6c07-4d1e-8d18-35b28a2778c9
1596,1496,29-03-2022,102.83,Withdrawal,Pending,USD,Nicholasshire,Online,e1dd0d5c-5610-4d10-bd18-5768e34a663e
893,666,01-03-2022,3439.1,Transfer,Cancelled,INR,Nicholeside,Branch,61a43e12-7679-4e8b-b080-fa881fc25310
506,597,31-05-2022,5551.09,Withdrawal,Completed,USD,Nicholsfort,ATM,485a6a94-b621-4336-b298-e32089ee8865
606,1988,22-08-2022,4382.4,Transfer,Completed,GBP,Nicolebury,Online,63df9e80-7721-4906-a77f-95db86a88f55
251,1905,31-05-2022,3720.42,Transfer,Cancelled,USD,Nicolefort,ATM,07770a7e-55fd-48ed-8226-2958ebafa907
11,1373,13-10-2023,5774.53,Payment,Completed,EUR,Nielsenton,ATM,df735bb4-ae60-4cd0-b966-22c1b5aa560e
1801,1326,28-09-2023,759.17,Withdrawal,Pending,INR,North Aaronborough,Online,6f52cec6-ce1f-4465-a937-e20ccb64f597
1356,1129,03-04-2023,2289.69,Payment,Completed,INR,North Alexisside,Branch,d5da8d95-7b1d-45b0-8a30-881fa5448360
161,1922,27-08-2022,5963.94,Payment,Completed,EUR,North Allisontown,Branch,1ed4d9bb-485a-490b-963f-d070a5b5936f
1659,1116,16-11-2023,2865.11,Deposit,Pending,GBP,North Ambertown,ATM,7bfa3075-5250-4b2b-a1c9-4fbf2c6c8e30
266,870,09-09-2023,2972.61,Payment,Cancelled,EUR,North Amy,Branch,218b8ff7-116d-4680-a1e4-961fe04c22eb
1540,600,24-12-2022,7278.28,Withdrawal,Pending,EUR,North Andre,ATM,14106ff5-6a95-4761-8ce8-fb26cec454be
1570,1402,22-03-2022,2012.63,Transfer,Cancelled,USD,North Andreabury,Branch,6fa513fb-3810-4412-a8d0-e39fbf48b111
1720,957,23-06-2022,611.47,Deposit,Cancelled,USD,North Andreaville,Branch,f20b1146-a02e-475b-b325-2298cd3f0d4a
1711,662,19-01-2023,1532.61,Transfer,Pending,EUR,North Andrew,Branch,a5590d17-ade5-40fc-a5af-4f4547d10fc8
1657,1211,20-06-2022,1624.6,Payment,Completed,GBP,North Angelabury,Online,8f0a4c29-2ab3-4d6c-8095-ae9a64971dbd
769,1039,24-05-2023,4085.43,Payment,Pending,EUR,North Angelaside,Branch,36206265-ef53-4a7e-bd69-6ec26248db40
1923,722,14-12-2023,537.39,Deposit,Cancelled,USD,North Angelaton,ATM,6caf3568-7ba0-4bd0-a17b-b6aee31e31e8
765,1149,25-11-2023,9924.5,Withdrawal,Completed,INR,North Arielville,ATM,e36df213-4302-465b-91e9-30a33d6bf391
921,1199,15-04-2023,2220.68,Deposit,Cancelled,EUR,North Benjaminmouth,Branch,4f1f0020-0dee-458c-ad68-1a9b62de5d13
1785,1951,14-11-2022,6777.08,Withdrawal,Pending,INR,North Beverly,ATM,fd0773ba-bf3d-4e39-ba3d-85f6d846b806
586,1240,02-05-2023,6745.07,Transfer,Cancelled,USD,North Brendafort,Branch,1cae2449-ad70-4e39-b173-12192aee189e
401,78,19-04-2022,9473.32,Transfer,Completed,INR,North Brian,Online,3b569b67-8a54-4e3a-a6f1-5d5a04172a90
291,968,04-06-2023,8655.72,Deposit,Cancelled,EUR,North Brianafurt,ATM,6a203002-3dbf-4a27-85fb-ea331dae3745
30,1063,23-01-2023,9967.21,Withdrawal,Completed,EUR,North Brianstad,ATM,15198637-b57d-46b9-8dbb-f84c36f68e2c
889,180,20-05-2022,3784.68,Deposit,Cancelled,EUR,North Bruce,Online,f6a5fca0-c1ef-45a4-a28d-067a374884b0
605,1028,14-06-2022,330.37,Withdrawal,Completed,INR,North Cameron,Online,f2fe6021-bec4-437d-9418-2b1eef91f35b
1804,880,24-04-2022,310.54,Withdrawal,Cancelled,INR,North Caseyland,Online,1375c2b2-1348-4ac4-a17c-c68800ef457a
757,1944,27-06-2022,1073.87,Payment,Pending,INR,North Charlesfurt,ATM,0ed850ad-2f66-4142-97ef-bfe8befaf1f9
564,408,24-05-2023,8500.48,Payment,Completed,GBP,North Chris,Online,17c0ee31-c036-4ec6-9361-00e3a261dfa0
193,191,12-09-2023,7471.32,Deposit,Pending,EUR,North Christinaberg,Branch,dd814d43-4d94-44b8-a2a1-1514fa17f569
1171,915,27-09-2022,8945.13,Payment,Pending,INR,North Christophermouth,Online,4440cf40-2720-4f2d-96d3-181324d7774f
1083,1287,22-10-2022,765.16,Deposit,Cancelled,USD,North Christopherstad,Branch,b66083eb-3d4d-4cbd-9576-795fec5282c7
540,929,30-10-2023,1372.18,Transfer,Cancelled,USD,North Cole,Online,22679503-d22a-479d-8a40-8f671f830cb8
1159,930,16-10-2023,4632.09,Transfer,Pending,USD,North Courtneyland,Online,53b2bfd7-c484-4717-b271-3b6c12b46316
130,1648,10-01-2024,4098.1,Deposit,Cancelled,GBP,North Dana,ATM,ed89ab89-c139-4756-bb31-34955b0fc1be
1064,1816,10-08-2022,5822.81,Deposit,Pending,EUR,North Dana,Online,fbbff3b6-b640-49dc-a61b-1200edb9c7fa
1661,1379,20-02-2022,196.23,Payment,Pending,INR,North Daniel,ATM,a1244bc4-9c48-47bb-8f74-96334a392c8a
1087,6,26-10-2022,4300.86,Withdrawal,Completed,GBP,North Danielle,Online,7d3b8f61-000d-43c8-9347-0b4913393f9b
1874,179,19-10-2023,8875.26,Transfer,Pending,EUR,North Davidland,Online,8e973fac-6f4c-4994-bcd2-69e81fbb18fa
795,175,11-11-2023,7229.3,Payment,Cancelled,GBP,North Davidmouth,ATM,bd948315-7800-4761-8cb4-32900e341cd3
918,495,23-11-2022,7413.1,Transfer,Pending,USD,North Denise,Branch,658470e8-645a-49e8-8e07-161a6c9ff2a3
1464,822,06-07-2022,5254.72,Transfer,Pending,GBP,North Dominique,Branch,432caf7d-63db-4a20-89e1-d1c9c5b87d6a
249,1139,13-01-2024,5280.18,Withdrawal,Pending,EUR,North Don,Branch,d484bc06-6356-4549-95af-b0040899d61c
1012,974,06-05-2023,6036.67,Transfer,Completed,GBP,North Douglas,ATM,db2573e2-34c7-490a-b174-cd8a81062196
1261,867,20-12-2023,2825.73,Transfer,Cancelled,EUR,North Eddie,Online,ce75e7ea-147a-4dec-8c08-1aa97b92e04a
1211,1821,27-09-2022,2228.86,Withdrawal,Pending,INR,North Elaine,ATM,8be174f1-acda-4acc-88fc-c01ef7d96118
933,435,07-10-2023,920.25,Transfer,Pending,GBP,North Elizabeth,Online,eb738b30-af31-49e3-bdda-abf21450472b
63,1809,05-10-2023,3183.1,Deposit,Pending,USD,North Ericaburgh,Branch,3999944f-9eff-46e3-bcc6-badf53da4594
438,609,01-07-2022,685.99,Deposit,Pending,GBP,North Erika,ATM,e74b4971-cb7f-472e-84e9-1dd81490dad8
928,1877,19-04-2023,3802.15,Transfer,Pending,EUR,North Gerald,ATM,137e093b-0d18-47c0-acd5-6efa11d4342f
1174,1115,07-05-2023,8770.83,Deposit,Cancelled,GBP,North Gwendolyn,Branch,4c0e0b2d-1d65-4a9f-845d-52c6920e92e7
1386,926,14-12-2023,3491.72,Transfer,Pending,USD,North Hunterport,Online,4dc4ad32-e2c7-4aad-8d0e-c0d4183b85fe
1203,1620,06-04-2023,9592.7,Withdrawal,Completed,GBP,North Jacqueline,Branch,2fcc843f-065f-4952-b329-2a9194f2997f
1689,1868,19-01-2023,5328.38,Withdrawal,Pending,GBP,North Jamesview,Branch,e229bfd4-0c93-4bae-9aef-1ea09f83ef64
813,1255,26-08-2023,2396.69,Withdrawal,Pending,USD,North Jennifershire,Branch,6d80151c-69df-4639-b893-71acf0b5f6a9
1444,1482,03-08-2022,550.47,Payment,Completed,GBP,North Jessehaven,Online,871395b1-6444-4f25-89cc-48a2fee93699
1230,1717,01-03-2023,666.76,Transfer,Pending,EUR,North Jessica,Online,94c8420a-85b5-4ff6-9bec-8173fc3006f4
994,1978,27-11-2023,9034.55,Withdrawal,Pending,USD,North Jessicahaven,ATM,bbf151db-aff8-42bd-97d1-a75e84487588
711,1263,27-03-2023,3223.34,Withdrawal,Pending,INR,North Joel,ATM,309aa2c4-e763-4cc8-a122-76969dc40124
1354,1187,12-04-2023,9716.93,Transfer,Pending,GBP,North John,Online,0e8ebc7c-69ce-4838-a3b6-ccd2bd5bc2dd
1967,1469,28-07-2022,3496.28,Transfer,Cancelled,EUR,North Johnland,Branch,96973378-98c3-43b6-8322-51944c062148
806,1477,25-10-2022,1755.87,Transfer,Completed,GBP,North Josephmouth,Branch,17e43a1c-f572-4526-8433-329f37fbfd30
396,1323,22-08-2023,3996.31,Deposit,Pending,USD,North Joshuafurt,Branch,f55b729f-5004-4219-8dd7-72815e58bb64
431,1787,24-02-2023,1166.66,Deposit,Pending,GBP,North Juanport,Online,e0221e8c-8259-4d8e-948c-3bce14e44f05
111,487,13-09-2023,1057.11,Withdrawal,Completed,INR,North Juliahaven,Branch,91bd39c1-7759-4145-a7f7-5c662c118e37
404,712,01-02-2023,2475.43,Payment,Cancelled,GBP,North Julie,Branch,3b76dd32-2aac-4ca0-b959-fd627f9b4cdc
1535,1751,07-05-2022,3224.94,Payment,Pending,INR,North Kathryn,ATM,52010039-96b3-4714-ab3e-66dabc74d318
1742,396,22-12-2022,7854.6,Payment,Completed,EUR,North Kathryn,ATM,59da974b-62a1-48f1-b444-9653fce6f648
327,549,05-09-2023,7514.56,Deposit,Cancelled,EUR,North Kathrynburgh,Online,2f3d1cd8-0133-4b73-a691-1c0417ac763e
942,1064,28-04-2022,6978.17,Payment,Cancelled,EUR,North Kaylaside,Online,6509fbc1-d045-4f07-b3da-88af41aafd83
352,648,28-07-2022,474.8,Deposit,Cancelled,USD,North Keith,Branch,de351196-ff75-4956-91eb-9a5785a7d0bb
805,877,17-12-2023,6999.64,Withdrawal,Completed,USD,North Kelly,ATM,ded411bb-c9c5-4ea9-99dc-b5051fac7729
1286,1346,25-10-2023,8988.02,Payment,Pending,INR,North Kimberlystad,Branch,857777e5-a3f3-452c-bd83-3935a67fdd7a
498,1018,14-02-2022,5885.61,Payment,Cancelled,INR,North Kimstad,ATM,5e11a991-9f04-4234-90cc-00c4da0e6463
841,54,12-02-2023,7573.19,Withdrawal,Completed,INR,North Kristine,Online,a035c202-00e5-4f91-bb02-a893ab1a660f
645,1738,24-05-2022,263.87,Transfer,Pending,INR,North Kristineport,ATM,ef61be9e-6128-4eec-856b-90a81746c169
415,687,18-01-2024,6801.11,Transfer,Pending,INR,North Kyle,Online,672d3728-a383-4299-a752-cc42b67b4b79
812,432,27-08-2023,1152.99,Transfer,Completed,USD,North Lawrence,Online,b6412094-06e9-4e47-8c4f-17dae538d348
1170,1799,26-06-2023,1943.7,Payment,Pending,GBP,North Linda,ATM,222909c1-fe0a-4ad5-9118-2f1086ef42e6
917,1445,18-08-2023,2008.77,Withdrawal,Completed,INR,North Lori,ATM,64e594d5-1e35-4897-8a4e-419d9d6e5c24
148,827,01-04-2022,3276.75,Withdrawal,Cancelled,EUR,North Luis,Online,ef03736e-4c7c-4859-a5e0-61adc904ee17
1190,1795,18-03-2023,218.44,Deposit,Completed,GBP,North Marcoland,Online,3dde5420-43fc-4492-ae66-d22d42b2baf9
387,749,20-11-2023,8387.16,Deposit,Pending,INR,North Marcus,ATM,a1162a97-6db0-489c-820a-5d5c29343c42
363,1493,20-05-2023,2223.1,Withdrawal,Cancelled,EUR,North Margaret,ATM,a2e4ab7e-7d8c-4f8b-aacd-853ca216228a
71,1910,17-07-2023,1946.8,Withdrawal,Completed,USD,North Mary,ATM,7ccbe181-1cec-4ab3-a746-38b73566b76d
1414,810,08-03-2022,3053.97,Payment,Cancelled,USD,North Matthewborough,Branch,f00bf129-826a-4a92-8839-db76cbb33a39
314,860,25-08-2022,1785.99,Payment,Cancelled,INR,North Matthewland,Branch,48f8719a-5db3-436d-9be0-c81dfe84f4e7
16,34,30-11-2022,2131.39,Payment,Pending,GBP,North Meagan,ATM,f2fcd8bf-ad18-47a3-8e80-52e7fe5ca264
466,846,02-02-2023,9157.5,Transfer,Cancelled,USD,North Meganberg,Branch,afe1252e-b92c-413d-b248-1d65a22f9813
1042,85,20-05-2022,4846.25,Deposit,Cancelled,GBP,North Melissaborough,Online,132893db-9f82-43aa-ba67-d34c7d39ee14
151,1867,25-10-2022,3773.71,Deposit,Pending,INR,North Michael,Branch,781c1719-59e6-49ea-9c1d-1b64b1e7aa37
1989,494,01-08-2023,8894.04,Transfer,Cancelled,EUR,North Michael,ATM,69802940-4a90-41a6-a849-1ac2bedcc168
1157,583,28-04-2022,324.56,Transfer,Completed,EUR,North Michaelport,ATM,dc30d270-7d7d-4baa-9b91-71dfd3ffae70
1978,1303,17-10-2022,4133.7,Transfer,Cancelled,GBP,North Michaelville,ATM,cd50fa58-c96d-4ede-86f5-2d249ccea2b9
1059,127,18-05-2023,3968.97,Payment,Cancelled,INR,North Michelleburgh,Branch,9da33f47-4a74-4512-86a4-58e67372a452
781,1593,19-06-2023,5308.84,Transfer,Completed,GBP,North Nicholasbury,ATM,bdb368b1-59b4-4e88-85c8-dae77904b282
1649,1920,04-03-2023,2707.48,Payment,Pending,USD,North Nicholasview,Branch,5a4f7d3f-fa27-4b8c-8448-efb5e66dda15
1856,687,21-12-2023,7768.1,Deposit,Cancelled,EUR,North Nicole,Branch,44f2bb97-73f4-433c-816b-b83f3bb9130e
402,749,20-09-2023,6809.05,Withdrawal,Pending,EUR,North Omar,Branch,6e1ca758-9d71-437a-8a79-d4abe5c21d59
441,1370,16-03-2023,2136.36,Payment,Pending,GBP,North Paul,Branch,daacc937-5fd7-4cb8-8462-3ecca8d4ad3c
783,1742,25-10-2023,8683.89,Deposit,Cancelled,EUR,North Rachelmouth,ATM,b110ba06-8a37-4ce7-82e3-b8ebf2cfb346
391,791,11-08-2023,2750.2,Payment,Pending,INR,North Raymondhaven,Branch,67813f93-7ae9-467a-b35d-7117f432629f
1772,1147,23-02-2023,3619.59,Deposit,Cancelled,USD,North Rebecca,Branch,16a214ad-e32b-468d-bd64-c53dc54d9835
